RunID,SourceID,SourceTime,
101397,2,91.74,
101398,1,48.06,
101399,0,0.00,
101400,0,0.00,
101401,4,42.59,
101402,6,51.08,
101403,0,0.00,
101404,0,0.00,
101405,0,0.00,
101406,0,0.00,
101407,0,0.00,
101408,6,47.45,
101409,3,49.51,
101410,1,137.15,
101411,3,40.98,
101412,0,0.00,
101413,0,0.00,
101414,4,65.64,
101415,4,60.86,
101416,0,0.00,
101417,0,0.00,
101418,0,0.00,
101419,6,35.61,
101420,0,0.00,
101421,3,46.24,
101422,5,58.64,
101423,0,0.00,
101424,0,0.00,
101425,6,143.56,
101426,0,0.00,
101427,6,38.25,
101428,0,0.00,
101429,0,0.00,
101430,3,38.72,
101431,0,0.00,
101432,0,0.00,
101433,6,33.21,
101434,0,0.00,
101435,0,0.00,
101436,0,0.00,
101437,1,279.52,
101438,1,101.61,
101439,0,0.00,
101440,1,41.34,
101441,0,0.00,
101442,5,57.65,
101443,0,0.00,
101444,0,0.00,
101445,0,0.00,
101446,6,55.83,
101447,5,62.25,
101448,1,54.02,
101449,4,52.89,
101450,0,0.00,
101451,0,0.00,
101452,2,35.98,
101453,1,36.06,
101454,4,56.22,
101455,0,0.00,
101456,5,291.45,
101457,0,0.00,
101458,0,0.00,
101459,5,57.67,
101460,6,42.63,
101461,1,108.30,
101462,0,0.00,
101463,0,0.00,
101464,4,72.30,
101465,0,0.00,
101466,0,0.00,
101467,3,50.26,
101468,0,0.00,
101469,1,71.29,
101470,0,0.00,
101471,2,45.17,
101472,6,51.68,
101473,6,47.66,
101474,5,78.07,
101475,3,63.72,
101476,0,0.00,
101477,5,49.56,
101478,6,64.26,
101479,0,0.00,
101480,0,0.00,
101481,0,0.00,
101482,0,0.00,
101483,4,38.23,
101484,2,31.33,
101485,0,0.00,
101486,2,31.62,
101487,0,0.00,
101488,0,0.00,
101489,0,0.00,
101490,3,36.75,
101491,0,0.00,
101492,2,55.28,
101493,0,0.00,
101494,0,0.00,
101495,0,0.00,
101496,2,63.24,
101497,0,0.00,
101498,0,0.00,
101499,0,0.00,
101500,0,0.00,
101501,0,0.00,
101502,6,67.04,
101503,0,0.00,
101504,2,42.40,
101505,0,0.00,
101506,0,0.00,
101507,0,0.00,
101508,2,39.28,
101509,0,0.00,
101510,0,0.00,
101511,5,59.34,
101512,0,0.00,
101513,5,68.06,
101514,3,158.49,
101515,0,0.00,
101516,0,0.00,
101517,5,153.13,
101518,5,274.51,
101519,0,0.00,
101520,0,0.00,
101521,5,38.77,
101522,0,0.00,
101523,3,41.15,
101524,0,0.00,
101525,0,0.00,
101526,0,0.00,
101527,5,32.72,
101528,2,37.83,
101529,0,0.00,
101530,0,0.00,
101531,0,0.00,
101532,0,0.00,
101533,4,52.93,
101534,3,62.48,
101535,2,90.93,
101536,0,0.00,
101537,0,0.00,
101538,0,0.00,
101539,4,47.81,
101540,0,0.00,
101541,5,30.68,
101542,3,56.82,
101543,3,56.19,
101544,0,0.00,
101545,6,135.88,
101546,0,0.00,
101547,0,0.00,
101548,3,35.28,
101549,6,47.53,
101550,6,40.99,
101551,1,36.54,
101552,0,0.00,
101553,4,36.29,
101554,6,64.49,
101555,0,0.00,
101556,0,0.00,
101557,5,39.34,
101558,0,0.00,
101559,0,0.00,
101560,3,31.83,
101561,3,32.35,
101562,3,80.62,
101563,5,112.52,
101564,5,39.53,
101565,6,42.84,
101566,2,36.63,
101567,3,268.15,
101568,0,0.00,
101569,0,0.00,
101570,1,35.01,
101571,2,46.27,
101572,0,0.00,
101573,0,0.00,
101574,0,0.00,
101575,2,38.69,
101576,0,0.00,
101577,2,36.00,
101578,5,44.18,
101579,0,0.00,
101580,6,49.56,
101581,1,61.66,
101582,5,41.14,
101583,0,0.00,
101584,0,0.00,
101585,0,0.00,
101586,0,0.00,
101587,0,0.00,
101588,2,65.43,
101589,0,0.00,
101590,5,58.44,
101591,6,56.61,
101592,0,0.00,
101593,1,48.77,
101594,0,0.00,
101595,6,72.03,
101596,0,0.00,
101597,1,46.57,
101598,2,77.19,
101599,3,44.66,
101600,0,0.00,
101601,0,0.00,
101602,0,0.00,
101603,0,0.00,
101604,0,0.00,
101605,1,45.51,
101606,0,0.00,
101607,1,54.52,
101608,0,0.00,
101609,4,33.75,
101610,4,43.49,
101611,5,45.56,
101612,0,0.00,
101613,0,0.00,
101614,5,51.84,
101615,0,0.00,
101616,5,44.68,
101617,4,36.70,
101618,5,90.88,
101619,2,52.81,
101620,0,0.00,
101621,6,37.70,
101622,2,107.57,
101623,0,0.00,
101624,0,0.00,
101625,0,0.00,
101626,6,80.07,
101627,0,0.00,
101628,5,98.82,
101629,0,0.00,
101630,0,0.00,
101631,0,0.00,
101632,6,52.09,
101633,0,0.00,
101634,2,38.22,
101635,4,43.48,
101636,6,52.01,
101637,6,33.78,
101638,1,41.88,
101639,0,0.00,
101640,0,0.00,
101641,0,0.00,
101642,0,0.00,
101643,0,0.00,
101644,0,0.00,
101645,3,53.63,
101646,0,0.00,
101647,1,33.94,
101648,0,0.00,
101649,0,0.00,
101650,6,30.11,
101651,0,0.00,
101652,0,0.00,
101653,0,0.00,
101654,5,45.04,
101655,0,0.00,
101656,0,0.00,
101657,0,0.00,
101658,2,49.68,
101659,5,40.08,
101660,6,41.37,
101661,3,43.93,
101662,6,132.28,
101663,0,0.00,
101664,0,0.00,
101665,0,0.00,
101666,2,56.47,
101667,3,54.71,
101668,0,0.00,
101669,6,34.30,
101670,2,96.75,
101671,0,0.00,
101672,5,259.30,
101673,0,0.00,
101674,2,47.48,
101675,0,0.00,
101676,0,0.00,
101677,0,0.00,
101678,1,50.09,
101679,4,51.04,
101680,5,50.89,
101681,1,270.41,
101682,0,0.00,
101683,0,0.00,
101684,0,0.00,
101685,0,0.00,
101686,0,0.00,
101687,0,0.00,
101688,2,57.39,
101689,0,0.00,
101690,6,37.17,
101691,4,49.93,
101692,0,0.00,
101693,3,213.20,
101694,3,174.42,
101695,6,41.08,
101696,0,0.00,
101697,4,35.92,
101698,4,40.10,
101699,2,55.37,
101700,0,0.00,
101701,2,35.92,
101702,0,0.00,
101703,3,33.00,
101704,0,0.00,
101705,6,69.01,
101706,6,33.40,
101707,5,50.64,
101708,4,39.69,
101709,0,0.00,
101710,1,53.37,
101711,3,37.23,
101712,1,56.63,
101713,0,0.00,
101714,0,0.00,
101715,5,130.16,
101716,5,50.96,
101717,4,79.47,
101718,0,0.00,
101719,0,0.00,
101720,1,64.47,
101721,0,0.00,
101722,0,0.00,
101723,4,134.39,
101724,0,0.00,
101725,0,0.00,
101726,4,70.00,
101727,0,0.00,
101728,3,45.70,
101729,0,0.00,
101730,0,0.00,
101731,0,0.00,
101732,2,31.89,
101733,6,40.42,
101734,5,49.24,
101735,0,0.00,
101736,0,0.00,
101737,0,0.00,
101738,1,35.28,
101739,3,43.83,
101740,5,30.63,
101741,0,0.00,
101742,6,52.35,
101743,0,0.00,
101744,0,0.00,
101745,3,44.70,
101746,4,33.67,
101747,5,44.43,
101748,1,37.87,
101749,0,0.00,
101750,0,0.00,
101751,0,0.00,
101752,0,0.00,
101753,0,0.00,
101754,6,140.60,
101755,6,61.92,
101756,0,0.00,
101757,2,46.56,
101758,0,0.00,
101759,0,0.00,
101760,2,104.96,
101761,5,51.97,
101762,4,41.33,
101763,0,0.00,
101764,0,0.00,
101765,0,0.00,
101766,0,0.00,
101767,0,0.00,
101768,1,49.32,
101769,0,0.00,
101770,6,74.25,
101771,0,0.00,
101772,0,0.00,
101773,6,39.17,
101774,0,0.00,
101775,1,38.27,
101776,0,0.00,
101777,0,0.00,
101778,3,36.91,
101779,3,43.15,
101780,0,0.00,
101781,0,0.00,
101782,0,0.00,
101783,2,31.31,
101784,0,0.00,
101785,0,0.00,
101786,0,0.00,
101787,0,0.00,
101788,0,0.00,
101789,3,31.68,
101790,4,42.04,
101791,0,0.00,
101792,3,137.49,
101793,0,0.00,
101794,0,0.00,
101795,1,39.25,
101796,1,31.82,
101797,5,34.61,
101798,0,0.00,
101799,5,50.23,
101800,0,0.00,
101801,0,0.00,
101802,0,0.00,
101803,2,58.53,
101804,0,0.00,
101805,2,65.57,
101806,0,0.00,
101807,0,0.00,
101808,2,45.19,
101809,2,47.28,
101810,5,30.28,
101811,4,123.40,
101812,0,0.00,
101813,2,35.11,
101814,0,0.00,
101815,0,0.00,
101816,2,49.67,
101817,1,51.36,
101818,0,0.00,
101819,0,0.00,
101820,2,138.05,
101821,4,63.52,
101822,0,0.00,
101823,0,0.00,
101824,6,54.30,
101825,4,55.69,
101826,3,33.85,
101827,0,0.00,
101828,6,40.72,
101829,4,44.69,
101830,0,0.00,
101831,0,0.00,
101832,0,0.00,
101833,5,30.82,
101834,4,54.13,
101835,0,0.00,
101836,1,56.91,
101837,2,60.32,
101838,2,46.09,
101839,1,59.13,
101840,1,49.46,
101841,0,0.00,
101842,0,0.00,
101843,0,0.00,
101844,3,46.46,
101845,2,369.88,
101846,4,75.09,
101847,1,52.31,
101848,5,31.06,
101849,0,0.00,
101850,0,0.00,
101851,3,142.21,
101852,0,0.00,
101853,1,47.19,
101854,0,0.00,
101855,0,0.00,
101856,1,41.54,
101857,6,54.59,
101858,1,76.84,
101859,0,0.00,
101860,0,0.00,
101861,0,0.00,
101862,0,0.00,
101863,0,0.00,
101864,0,0.00,
101865,0,0.00,
101866,0,0.00,
101867,2,35.88,
101868,0,0.00,
101869,0,0.00,
101870,0,0.00,
101871,4,96.08,
101872,1,50.52,
101873,0,0.00,
101874,5,111.73,
101875,6,297.56,
101876,5,140.12,
101877,0,0.00,
101878,0,0.00,
101879,0,0.00,
101880,3,35.02,
101881,2,53.19,
101882,3,43.89,
101883,0,0.00,
101884,0,0.00,
101885,6,39.66,
101886,0,0.00,
101887,2,49.68,
101888,0,0.00,
101889,6,30.64,
101890,0,0.00,
101891,0,0.00,
101892,0,0.00,
101893,1,226.70,
101894,0,0.00,
101895,2,39.21,
101896,6,64.36,
101897,3,48.70,
101898,0,0.00,
101899,4,85.51,
101900,2,66.94,
101901,0,0.00,
101902,2,73.52,
101903,4,30.43,
101904,5,88.88,
101905,4,36.05,
101906,0,0.00,
101907,0,0.00,
101908,2,49.47,
101909,5,79.44,
101910,0,0.00,
101911,3,31.49,
101912,3,84.36,
101913,0,0.00,
101914,0,0.00,
101915,2,46.01,
101916,3,55.09,
101917,0,0.00,
101918,5,53.05,
101919,0,0.00,
101920,1,61.34,
101921,0,0.00,
101922,5,59.44,
101923,0,0.00,
101924,0,0.00,
101925,2,47.53,
101926,1,48.10,
101927,0,0.00,
101928,2,57.04,
101929,5,44.60,
101930,0,0.00,
101931,0,0.00,
101932,3,88.16,
101933,2,37.73,
101934,0,0.00,
101935,0,0.00,
101936,3,51.80,
101937,0,0.00,
101938,1,99.55,
101939,0,0.00,
101940,3,182.21,
101941,0,0.00,
101942,2,43.15,
101943,6,46.82,
101944,1,46.16,
101945,0,0.00,
101946,0,0.00,
101947,0,0.00,
101948,0,0.00,
101949,2,52.09,
101950,0,0.00,
101951,0,0.00,
101952,0,0.00,
101953,3,37.06,
101954,0,0.00,
101955,6,42.60,
101956,6,79.66,
101957,4,50.41,
101958,0,0.00,
101959,3,62.74,
101960,5,30.12,
101961,5,41.54,
101962,0,0.00,
101963,1,50.96,
101964,5,268.93,
101965,4,130.12,
101966,0,0.00,
101967,0,0.00,
101968,5,201.95,
101969,5,56.15,
101970,3,37.12,
101971,0,0.00,
101972,0,0.00,
101973,2,64.90,
101974,0,0.00,
101975,0,0.00,
101976,1,53.82,
101977,0,0.00,
101978,0,0.00,
101979,0,0.00,
101980,0,0.00,
101981,0,0.00,
101982,0,0.00,
101983,0,0.00,
101984,6,62.06,
101985,0,0.00,
101986,0,0.00,
101987,1,154.41,
101988,2,43.35,
101989,2,30.08,
101990,2,30.16,
101991,2,48.12,
101992,0,0.00,
101993,4,30.41,
101994,0,0.00,
101995,0,0.00,
101996,4,45.26,
101997,0,0.00,
101998,0,0.00,
101999,1,45.15,
102000,1,35.39,
102001,0,0.00,
102002,0,0.00,
102003,0,0.00,
102004,2,41.82,
102005,0,0.00,
102006,0,0.00,
102007,3,136.41,
102008,0,0.00,
102009,0,0.00,
102010,0,0.00,
102011,6,38.17,
102012,4,46.57,
102013,3,100.78,
102014,0,0.00,
102015,0,0.00,
102016,0,0.00,
102017,0,0.00,
102018,5,45.13,
102019,0,0.00,
102020,0,0.00,
102021,0,0.00,
102022,2,55.21,
102023,1,39.59,
102024,0,0.00,
102025,0,0.00,
102026,4,35.63,
102027,0,0.00,
102028,4,162.45,
102029,6,44.34,
102030,6,102.69,
102031,0,0.00,
102032,0,0.00,
102033,0,0.00,
102034,0,0.00,
102035,0,0.00,
102036,0,0.00,
102037,2,58.29,
102038,1,86.75,
102039,0,0.00,
102040,0,0.00,
102041,4,46.05,
102042,1,38.52,
102043,6,39.64,
102044,4,38.87,
102045,0,0.00,
102046,1,62.63,
102047,2,42.65,
102048,0,0.00,
102049,0,0.00,
102050,5,50.14,
102051,1,401.50,
102052,0,0.00,
102053,1,64.41,
102054,5,50.92,
102055,0,0.00,
102056,0,0.00,
102057,0,0.00,
102058,3,131.14,
102059,5,60.89,
102060,0,0.00,
102061,0,0.00,
102062,1,34.78,
102063,0,0.00,
102064,0,0.00,
102065,0,0.00,
102066,0,0.00,
102067,0,0.00,
102068,0,0.00,
102069,0,0.00,
102070,0,0.00,
102071,3,43.99,
102072,0,0.00,
102073,2,38.64,
102074,0,0.00,
102075,0,0.00,
102076,0,0.00,
102077,0,0.00,
102078,1,30.94,
102079,0,0.00,
102080,1,31.93,
102081,0,0.00,
102082,2,46.34,
102083,0,0.00,
102084,0,0.00,
102085,6,42.45,
102086,0,0.00,
102087,5,39.17,
102088,6,39.50,
102089,0,0.00,
102090,0,0.00,
102091,5,36.65,
102092,3,56.11,
102093,5,43.16,
102094,1,56.31,
102095,2,32.78,
102096,0,0.00,
102097,4,42.78,
102098,0,0.00,
102099,6,43.23,
102100,5,64.38,
102101,5,35.91,
102102,0,0.00,
102103,6,70.54,
102104,3,56.89,
102105,0,0.00,
102106,1,43.37,
102107,4,47.05,
102108,0,0.00,
102109,4,45.60,
102110,1,112.66,
102111,0,0.00,
102112,0,0.00,
102113,0,0.00,
102114,3,32.87,
102115,0,0.00,
102116,0,0.00,
102117,0,0.00,
102118,0,0.00,
102119,4,101.17,
102120,0,0.00,
102121,0,0.00,
102122,3,41.33,
102123,3,47.55,
102124,0,0.00,
102125,1,70.31,
102126,1,74.24,
102127,0,0.00,
102128,0,0.00,
102129,0,0.00,
102130,0,0.00,
102131,4,61.77,
102132,6,89.32,
102133,0,0.00,
102134,0,0.00,
102135,6,49.89,
102136,3,35.95,
102137,0,0.00,
102138,0,0.00,
102139,5,135.21,
102140,0,0.00,
102141,4,31.45,
102142,0,0.00,
102143,0,0.00,
102144,0,0.00,
102145,2,66.05,
102146,3,43.54,
102147,3,48.40,
102148,0,0.00,
102149,0,0.00,
102150,0,0.00,
102151,0,0.00,
102152,0,0.00,
102153,0,0.00,
102154,0,0.00,
102155,5,50.46,
102156,0,0.00,
102157,3,148.08,
102158,5,45.34,
102159,4,77.30,
102160,0,0.00,
102161,0,0.00,
102162,3,63.38,
102163,0,0.00,
102164,2,59.73,
102165,5,39.69,
102166,6,266.43,
102167,1,61.93,
102168,2,106.73,
102169,0,0.00,
102170,0,0.00,
102171,1,42.99,
102172,1,54.37,
102173,0,0.00,
102174,0,0.00,
102175,0,0.00,
102176,6,51.26,
102177,0,0.00,
102178,0,0.00,
102179,2,40.36,
102180,0,0.00,
102181,2,39.72,
102182,0,0.00,
102183,6,115.73,
102184,0,0.00,
102185,0,0.00,
102186,2,44.79,
102187,3,50.18,
102188,0,0.00,
102189,0,0.00,
102190,5,38.79,
102191,5,212.94,
102192,0,0.00,
102193,6,43.88,
102194,3,53.73,
102195,0,0.00,
102196,0,0.00,
102197,0,0.00,
102198,0,0.00,
102199,4,162.15,
102200,2,81.01,
102201,0,0.00,
102202,0,0.00,
102203,0,0.00,
102204,1,42.45,
102205,6,48.57,
102206,0,0.00,
102207,0,0.00,
102208,1,42.35,
102209,0,0.00,
102210,0,0.00,
102211,0,0.00,
102212,2,45.35,
102213,0,0.00,
102214,0,0.00,
102215,5,40.41,
102216,0,0.00,
102217,0,0.00,
102218,0,0.00,
102219,2,39.08,
102220,0,0.00,
102221,4,111.99,
102222,0,0.00,
102223,2,39.81,
102224,0,0.00,
102225,0,0.00,
102226,0,0.00,
102227,0,0.00,
102228,1,231.04,
102229,0,0.00,
102230,0,0.00,
102231,5,77.31,
102232,5,43.09,
102233,0,0.00,
102234,1,32.73,
102235,0,0.00,
102236,0,0.00,
102237,0,0.00,
102238,1,153.24,
102239,0,0.00,
102240,0,0.00,
102241,3,141.12,
102242,3,98.35,
102243,6,45.25,
102244,0,0.00,
102245,0,0.00,
102246,0,0.00,
102247,0,0.00,
102248,5,298.73,
102249,2,39.43,
102250,0,0.00,
102251,2,202.41,
102252,5,59.91,
102253,0,0.00,
102254,1,73.65,
102255,3,154.48,
102256,5,55.97,
102257,0,0.00,
102258,4,97.18,
102259,1,44.07,
102260,0,0.00,
102261,4,43.40,
102262,2,97.10,
102263,0,0.00,
102264,4,33.89,
102265,0,0.00,
102266,0,0.00,
102267,1,68.49,
102268,0,0.00,
102269,0,0.00,
102270,1,38.01,
102271,4,34.31,
102272,6,42.21,
102273,0,0.00,
102274,0,0.00,
102275,4,41.81,
102276,1,45.28,
102277,5,39.94,
102278,0,0.00,
102279,5,40.08,
102280,0,0.00,
102281,4,31.97,
102282,3,40.81,
102283,0,0.00,
102284,0,0.00,
102285,4,36.45,
102286,3,102.24,
102287,0,0.00,
102288,0,0.00,
102289,0,0.00,
102290,1,30.07,
102291,1,50.07,
102292,1,65.49,
102293,6,63.19,
102294,0,0.00,
102295,0,0.00,
102296,0,0.00,
102297,3,35.82,
102298,6,36.65,
102299,0,0.00,
102300,0,0.00,
102301,6,37.82,
102302,0,0.00,
102303,0,0.00,
102304,0,0.00,
102305,5,67.36,
102306,1,165.88,
102307,0,0.00,
102308,2,30.95,
102309,2,50.02,
102310,3,178.68,
102311,5,44.02,
102312,0,0.00,
102313,3,88.73,
102314,0,0.00,
102315,5,38.10,
102316,4,59.69,
102317,0,0.00,
102318,0,0.00,
102319,0,0.00,
102320,0,0.00,
102321,0,0.00,
102322,5,284.96,
102323,0,0.00,
102324,0,0.00,
102325,0,0.00,
102326,1,40.92,
102327,6,88.85,
102328,0,0.00,
102329,2,64.77,
102330,6,46.84,
102331,0,0.00,
102332,2,34.76,
102333,0,0.00,
102334,0,0.00,
102335,0,0.00,
102336,0,0.00,
102337,5,139.10,
102338,4,46.37,
102339,6,43.14,
102340,0,0.00,
102341,0,0.00,
102342,1,91.39,
102343,0,0.00,
102344,0,0.00,
102345,6,58.30,
102346,0,0.00,
102347,1,53.80,
102348,0,0.00,
102349,0,0.00,
102350,0,0.00,
102351,4,52.61,
102352,2,87.56,
102353,0,0.00,
102354,2,114.45,
102355,3,49.24,
102356,3,78.67,
102357,0,0.00,
102358,5,100.39,
102359,0,0.00,
102360,0,0.00,
102361,0,0.00,
102362,6,35.30,
102363,3,51.21,
102364,0,0.00,
102365,0,0.00,
102366,0,0.00,
102367,0,0.00,
102368,0,0.00,
102369,0,0.00,
102370,1,55.32,
102371,5,52.00,
102372,0,0.00,
102373,0,0.00,
102374,0,0.00,
102375,0,0.00,
102376,0,0.00,
102377,0,0.00,
102378,3,40.20,
102379,0,0.00,
102380,0,0.00,
102381,0,0.00,
102382,0,0.00,
102383,6,34.64,
102384,0,0.00,
102385,0,0.00,
102386,5,402.16,
102387,2,68.18,
102388,5,71.06,
102389,6,62.59,
102390,0,0.00,
102391,0,0.00,
102392,0,0.00,
102393,4,54.35,
102394,0,0.00,
102395,1,196.39,
102396,6,90.86,
102397,0,0.00,
102398,3,52.56,
102399,0,0.00,
102400,0,0.00,
102401,6,41.58,
102402,5,33.76,
102403,1,33.50,
102404,6,41.52,
102405,4,34.77,
102406,0,0.00,
102407,2,34.15,
102408,2,34.53,
102409,3,34.65,
102410,0,0.00,
102411,0,0.00,
102412,0,0.00,
102413,6,66.55,
102414,0,0.00,
102415,6,30.28,
102416,0,0.00,
102417,0,0.00,
102418,0,0.00,
102419,4,50.51,
102420,4,45.56,
102421,1,104.74,
102422,4,409.97,
102423,0,0.00,
102424,0,0.00,
102425,0,0.00,
102426,0,0.00,
102427,5,49.98,
102428,4,69.85,
102429,2,132.09,
102430,6,82.44,
102431,0,0.00,
102432,0,0.00,
102433,0,0.00,
102434,0,0.00,
102435,0,0.00,
102436,0,0.00,
102437,0,0.00,
102438,4,48.51,
102439,0,0.00,
102440,0,0.00,
102441,2,41.60,
102442,0,0.00,
102443,3,83.59,
102444,0,0.00,
102445,0,0.00,
102446,6,58.08,
102447,4,53.29,
102448,5,149.87,
102449,2,67.31,
102450,5,35.78,
102451,0,0.00,
102452,3,73.24,
102453,0,0.00,
102454,5,51.40,
102455,5,46.42,
102456,0,0.00,
102457,1,140.69,
102458,0,0.00,
102459,1,76.65,
102460,6,154.78,
102461,0,0.00,
102462,2,217.86,
102463,3,41.54,
102464,3,40.78,
102465,0,0.00,
102466,0,0.00,
102467,6,50.44,
102468,3,49.70,
102469,6,33.25,
102470,0,0.00,
102471,0,0.00,
102472,0,0.00,
102473,2,33.50,
102474,6,94.86,
102475,0,0.00,
102476,0,0.00,
102477,0,0.00,
102478,1,57.41,
102479,2,57.54,
102480,2,41.10,
102481,0,0.00,
102482,3,83.50,
102483,0,0.00,
102484,4,33.96,
102485,0,0.00,
102486,0,0.00,
102487,0,0.00,
102488,0,0.00,
102489,2,39.72,
102490,0,0.00,
102491,0,0.00,
102492,0,0.00,
102493,4,33.66,
102494,0,0.00,
102495,2,86.94,
102496,3,38.60,
102497,3,58.94,
102498,2,89.96,
102499,4,78.88,
102500,2,46.33,
102501,0,0.00,
102502,5,35.17,
102503,3,42.28,
102504,0,0.00,
102505,0,0.00,
102506,4,33.66,
102507,5,36.09,
102508,0,0.00,
102509,3,222.39,
102510,0,0.00,
102511,0,0.00,
102512,0,0.00,
102513,6,172.80,
102514,0,0.00,
102515,0,0.00,
102516,1,55.92,
102517,6,63.65,
102518,0,0.00,
102519,3,33.52,
102520,0,0.00,
102521,6,285.98,
102522,0,0.00,
102523,0,0.00,
102524,0,0.00,
102525,4,52.27,
102526,0,0.00,
102527,4,67.96,
102528,5,46.93,
102529,0,0.00,
102530,0,0.00,
102531,3,86.68,
102532,0,0.00,
102533,5,173.97,
102534,3,45.27,
102535,0,0.00,
102536,0,0.00,
102537,0,0.00,
102538,0,0.00,
102539,0,0.00,
102540,2,35.88,
102541,1,30.27,
102542,4,39.66,
102543,2,32.09,
102544,0,0.00,
102545,1,44.27,
102546,0,0.00,
102547,0,0.00,
102548,3,39.26,
102549,0,0.00,
102550,6,33.02,
102551,4,69.00,
102552,0,0.00,
102553,3,39.84,
102554,0,0.00,
102555,6,188.09,
102556,4,42.20,
102557,0,0.00,
102558,0,0.00,
102559,3,74.01,
102560,3,42.47,
102561,0,0.00,
102562,1,75.54,
102563,0,0.00,
102564,0,0.00,
102565,2,35.94,
102566,2,43.65,
102567,2,43.72,
102568,0,0.00,
102569,0,0.00,
102570,0,0.00,
102571,0,0.00,
102572,0,0.00,
102573,0,0.00,
102574,0,0.00,
102575,0,0.00,
102576,0,0.00,
102577,1,33.35,
102578,4,34.03,
102579,5,30.24,
102580,0,0.00,
102581,1,160.71,
102582,0,0.00,
102583,0,0.00,
102584,0,0.00,
102585,0,0.00,
102586,3,55.97,
102587,5,40.73,
102588,0,0.00,
102589,6,50.84,
102590,3,68.52,
102591,0,0.00,
102592,1,46.34,
102593,0,0.00,
102594,4,91.16,
102595,0,0.00,
102596,0,0.00,
102597,0,0.00,
102598,0,0.00,
102599,0,0.00,
102600,4,35.36,
102601,0,0.00,
102602,2,48.89,
102603,4,122.01,
102604,5,37.91,
102605,5,38.14,
102606,6,43.73,
102607,0,0.00,
102608,3,103.04,
102609,0,0.00,
102610,0,0.00,
102611,4,65.56,
102612,3,71.98,
102613,0,0.00,
102614,0,0.00,
102615,6,41.59,
102616,0,0.00,
102617,0,0.00,
102618,0,0.00,
102619,3,75.83,
102620,6,67.78,
102621,1,50.81,
102622,0,0.00,
102623,0,0.00,
102624,4,46.58,
102625,4,41.33,
102626,0,0.00,
102627,0,0.00,
102628,0,0.00,
102629,0,0.00,
102630,0,0.00,
102631,0,0.00,
102632,3,70.53,
102633,0,0.00,
102634,0,0.00,
102635,2,41.17,
102636,3,46.17,
102637,0,0.00,
102638,0,0.00,
102639,4,59.41,
102640,2,131.95,
102641,0,0.00,
102642,1,62.28,
102643,4,30.08,
102644,2,56.91,
102645,2,47.82,
102646,3,38.01,
102647,0,0.00,
102648,3,81.20,
102649,0,0.00,
102650,3,54.29,
102651,0,0.00,
102652,4,50.11,
102653,0,0.00,
102654,3,49.24,
102655,5,33.27,
102656,0,0.00,
102657,1,152.12,
102658,0,0.00,
102659,1,42.71,
102660,0,0.00,
102661,0,0.00,
102662,4,35.68,
102663,0,0.00,
102664,0,0.00,
102665,2,31.76,
102666,2,30.37,
102667,0,0.00,
102668,0,0.00,
102669,2,81.17,
102670,1,300.69,
102671,0,0.00,
102672,0,0.00,
102673,2,44.07,
102674,3,47.61,
102675,0,0.00,
102676,0,0.00,
102677,3,66.76,
102678,0,0.00,
102679,4,37.11,
102680,3,68.52,
102681,1,86.38,
102682,4,47.05,
102683,2,30.97,
102684,3,38.66,
102685,5,59.03,
102686,3,115.48,
102687,2,45.66,
102688,0,0.00,
102689,0,0.00,
102690,6,31.50,
102691,2,35.68,
102692,5,44.64,
102693,0,0.00,
102694,1,35.46,
102695,0,0.00,
102696,0,0.00,
102697,5,91.38,
102698,0,0.00,
102699,2,335.20,
102700,6,69.96,
102701,3,164.66,
102702,0,0.00,
102703,0,0.00,
102704,5,83.04,
102705,1,110.95,
102706,6,47.56,
102707,1,46.04,
102708,0,0.00,
102709,2,50.48,
102710,3,48.63,
102711,5,37.47,
102712,0,0.00,
102713,5,114.36,
102714,0,0.00,
102715,4,83.05,
102716,5,40.16,
102717,3,42.74,
102718,3,249.04,
102719,1,76.15,
102720,0,0.00,
102721,6,68.44,
102722,0,0.00,
102723,0,0.00,
102724,0,0.00,
102725,0,0.00,
102726,0,0.00,
102727,5,55.48,
102728,0,0.00,
102729,1,58.31,
102730,2,37.46,
102731,0,0.00,
102732,4,42.69,
102733,1,53.31,
102734,0,0.00,
102735,0,0.00,
102736,0,0.00,
102737,0,0.00,
102738,1,37.16,
102739,5,31.88,
102740,0,0.00,
102741,0,0.00,
102742,0,0.00,
102743,0,0.00,
102744,0,0.00,
102745,2,138.42,
102746,2,46.59,
102747,4,35.15,
102748,3,58.46,
102749,5,40.62,
102750,0,0.00,
102751,5,41.49,
102752,0,0.00,
102753,0,0.00,
102754,0,0.00,
102755,4,39.05,
102756,2,33.46,
102757,3,40.23,
102758,0,0.00,
102759,1,44.17,
102760,5,34.85,
102761,2,166.92,
102762,3,291.92,
102763,0,0.00,
102764,0,0.00,
102765,0,0.00,
102766,3,46.67,
102767,0,0.00,
102768,2,96.20,
102769,0,0.00,
102770,4,31.84,
102771,3,54.39,
102772,1,41.60,
102773,0,0.00,
102774,4,48.51,
102775,2,57.47,
102776,0,0.00,
102777,0,0.00,
102778,1,40.41,
102779,6,92.51,
102780,6,55.58,
102781,4,104.71,
102782,0,0.00,
102783,5,38.91,
102784,6,31.37,
102785,6,45.82,
102786,0,0.00,
102787,0,0.00,
102788,3,44.24,
102789,0,0.00,
102790,1,54.21,
102791,0,0.00,
102792,4,55.90,
102793,6,38.89,
102794,4,38.31,
