"RunID","SourceID","SourceTime"
101761,5,106.22
101762,4,113.08
101763,0,0
101764,0,0
101765,0,0
101766,0,0
101767,0,0
101768,1,111.07
101769,0,0
101770,6,104
101771,0,0
101772,0,0
101773,6,85.17
101774,0,0
101775,1,101.02
101776,0,0
101777,0,0
101778,3,104.16
101779,3,84.15
101780,0,0
101781,0,0
101782,0,0
101783,2,28.06
101784,0,0
101785,0,0
101786,0,0
101787,0,0
101788,0,0
101789,3,49.18
101790,4,74.04
101791,0,0
101792,3,87.24
101793,0,0
101794,0,0
101795,1,65
101796,1,59.07
101797,5,67.11
101798,0,0
101799,5,73.23
101800,0,0
101801,0,0
101802,0,0
101803,2,108.03
101804,0,0
101805,2,39.07
101806,0,0
101807,0,0
101808,2,33.19
101809,2,89.03
101810,5,45.03
101811,4,92.15
101812,0,0
101813,2,47.11
101814,0,0
101815,0,0
101816,2,23.17
101817,1,95.11
101818,0,0
101819,0,0
101820,2,19.05
101821,4,39.02
101822,0,0
101823,0,0
101824,6,41.05
101825,4,109.19
101826,3,73.1
101827,0,0
101828,6,103.22
101829,4,56.19
101830,0,0
101831,0,0
101832,0,0
101833,5,111.07
101834,4,76.13
101835,0,0
101836,1,86.16
101837,2,75.07
101838,2,106.09
101839,1,109.13
101840,1,45.21
101841,0,0
101842,0,0
101843,0,0
101844,3,35.21
101845,2,91.13
101846,4,112.09
101847,1,110.06
101848,5,83.06
101849,0,0
101850,0,0
101851,3,103.21
101852,0,0
101853,1,95.19
101854,0,0
101855,0,0
101856,1,54.04
101857,6,103.09
101858,1,89.09
101859,0,0
101860,0,0
101861,0,0
101862,0,0
101863,0,0
101864,0,0
101865,0,0
101866,0,0
101867,2,49.13
101868,0,0
101869,0,0
101870,0,0
101871,4,109.08
101872,1,99.02
101873,0,0
101874,5,93.23
101875,6,82.06
101876,5,55.12
101877,0,0
101878,0,0
101879,0,0
101880,3,79.02
101881,2,106.19
101882,3,107.14
101883,0,0
101884,0,0
101885,6,67.16
101886,0,0
101887,2,104.18
101888,0,0
101889,6,90.14
101890,0,0
101891,0,0
101892,0,0
101893,1,94.2
101894,0,0
101895,2,67.21
101896,6,103.11
101897,3,70.2
101898,0,0
101899,4,97.01
101900,2,97.19
101901,0,0
101902,2,60.02
101903,4,14.18
101904,5,34.13
101905,4,67.05
101906,0,0
101907,0,0
101908,2,110.22
101909,5,66.19
101910,0,0
101911,3,79.24
101912,3,12.11
101913,0,0
101914,0,0
101915,2,97.01
101916,3,92.09
101917,0,0
101918,5,50.05
101919,0,0
101920,1,72.09
101921,0,0
101922,5,110.19
101923,0,0
101924,0,0
101925,2,107.03
101926,1,76.1
101927,0,0
101928,2,108.04
101929,5,100.1
101930,0,0
101931,0,0
101932,3,87.16
101933,2,84.23
101934,0,0
101935,0,0
101936,3,90.05
101937,0,0
101938,1,97.05
101939,0,0
101940,3,74.21
101941,0,0
101942,2,113.15
101943,6,109.07
101944,1,75.16
101945,0,0
101946,0,0
101947,0,0
101948,0,0
101949,2,95.09
101950,0,0
101951,0,0
101952,0,0
101953,3,75.06
101954,0,0
101955,6,79.1
101956,6,98.16
101957,4,109.16
101958,0,0
101959,3,40.24
101960,5,87.12
101961,5,97.04
101962,0,0
101963,1,68.21
101964,5,25.18
101965,4,22.12
101966,0,0
101967,0,0
101968,5,64.2
101969,5,93.15
101970,3,84.12
101971,0,0
101972,0,0
101973,2,75.15
101974,0,0
101975,0,0
101976,1,66.07
101977,0,0
101978,0,0
101979,0,0
101980,0,0
101981,0,0
101982,0,0
101983,0,0
101984,6,112.06
101985,0,0
101986,0,0
101987,1,51.16
101988,2,105.1
101989,2,86.08
101990,2,93.16
101991,2,27.12
101992,0,0
101993,4,99.16
101994,0,0
101995,0,0
101996,4,102.01
101997,0,0
101998,0,0
101999,1,88.15
102000,1,107.14
102001,0,0
102002,0,0
102003,0,0
102004,2,20.07
102005,0,0
102006,0,0
102007,3,13.16
102008,0,0
102009,0,0
102010,0,0
102011,6,83.17
102012,4,59.07
102013,3,58.03
102014,0,0
102015,0,0
102016,0,0
102017,0,0
102018,5,101.13
102019,0,0
102020,0,0
102021,0,0
102022,2,113.21
102023,1,27.09
102024,0,0
102025,0,0
102026,4,48.13
102027,0,0
102028,4,49.2
102029,6,82.09
102030,6,11.19
102031,0,0
102032,0,0
102033,0,0
102034,0,0
102035,0,0
102036,0,0
102037,2,33.04
102038,1,98
102039,0,0
102040,0,0
102041,4,60.05
102042,1,113.02
102043,6,85.14
102044,4,107.12
102045,0,0
102046,1,88.13
102047,2,72.15
102048,0,0
102049,0,0
102050,5,107.14
102051,1,16
102052,0,0
102053,1,70.16
102054,5,60.17
102055,0,0
102056,0,0
102057,0,0
102058,3,108.14
102059,5,112.14
102060,0,0
102061,0,0
102062,1,83.03
102063,0,0
102064,0,0
102065,0,0
102066,0,0
102067,0,0
102068,0,0
102069,0,0
102070,0,0
102071,3,20.24
102072,0,0
102073,2,103.14
102074,0,0
102075,0,0
102076,0,0
102077,0,0
102078,1,32.19
102079,0,0
102080,1,72.18
102081,0,0
102082,2,74.09
102083,0,0
102084,0,0
102085,6,70.2
102086,0,0
102087,5,89.17
102088,6,107
102089,0,0
102090,0,0
102091,5,78.15
102092,3,60.11
102093,5,53.16
102094,1,66.06
102095,2,37.03
102096,0,0
102097,4,76.03
102098,0,0
102099,6,87.23
102100,5,18.13
102101,5,61.16
102102,0,0
102103,6,106.04
102104,3,107.14
102105,0,0
102106,1,99.12
102107,4,90.05
102108,0,0
102109,4,106.1
102110,1,113.16
102111,0,0
102112,0,0
102113,0,0
102114,3,37.12
102115,0,0
102116,0,0
102117,0,0
102118,0,0
102119,4,37.17
102120,0,0
102121,0,0
102122,3,106.08
102123,3,79.05
102124,0,0
102125,1,85.06
102126,1,108.24
102127,0,0
102128,0,0
102129,0,0
102130,0,0
102131,4,101.02
102132,6,40.07
102133,0,0
102134,0,0
102135,6,96.14
102136,3,94.2
102137,0,0
102138,0,0
102139,5,46.21
102140,0,0
102141,4,40.2
102142,0,0
102143,0,0
102144,0,0
102145,2,87.05
102146,3,90.04
102147,3,23.15
102148,0,0
102149,0,0
102150,0,0
102151,0,0
102152,0,0
102153,0,0
102154,0,0
102155,5,51.21
102156,0,0
102157,3,110.08
102158,5,52.09
102159,4,107.05
102160,0,0
102161,0,0
102162,3,68.13
102163,0,0
102164,2,99.23
102165,5,112.19
102166,6,102.18
102167,1,100.18
102168,2,111.23
102169,0,0
102170,0,0
102171,1,111.24
102172,1,71.12
102173,0,0
102174,0,0
102175,0,0
102176,6,96.01
102177,0,0
102178,0,0
102179,2,80.11
102180,0,0
102181,2,97.22
102182,0,0
102183,6,95.23
102184,0,0
102185,0,0
102186,2,106.04
102187,3,107.18
102188,0,0
102189,0,0
102190,5,39.04
102191,5,53.19
102192,0,0
102193,6,96.13
102194,3,10.23
102195,0,0
102196,0,0
102197,0,0
102198,0,0
102199,4,16.15
102200,2,22.01
102201,0,0
102202,0,0
102203,0,0
102204,1,113.2
102205,6,62.07
102206,0,0
102207,0,0
102208,1,25.1
102209,0,0
102210,0,0
102211,0,0
102212,2,86.1
102213,0,0
102214,0,0
102215,5,89.16
102216,0,0
102217,0,0
102218,0,0
102219,2,109.08
102220,0,0
102221,4,91.24
102222,0,0
102223,2,112.06
102224,0,0
102225,0,0
102226,0,0
102227,0,0
102228,1,78.04
102229,0,0
102230,0,0
102231,5,105.06
102232,5,111.09
102233,0,0
102234,1,78.23
102235,0,0
102236,0,0
102237,0,0
102238,1,112.24
102239,0,0
102240,0,0
102241,3,40.12
102242,3,100.1
102243,6,52
102244,0,0
102245,0,0
102246,0,0
102247,0,0
102248,5,110.23
102249,2,90.18
102250,0,0
102251,2,43.16
102252,5,112.16
102253,0,0
102254,1,44.15
102255,3,102.23
102256,5,110.22
102257,0,0
102258,4,68.18
102259,1,62.07
102260,0,0
102261,4,92.15
102262,2,70.1
102263,0,0
102264,4,35.14
102265,0,0
102266,0,0
102267,1,41.24
102268,0,0
102269,0,0
102270,1,26.01
102271,4,78.06
102272,6,94.21
102273,0,0
102274,0,0
102275,4,14.06
102276,1,91.03
102277,5,108.19
102278,0,0
102279,5,98.08
102280,0,0
102281,4,79.22
102282,3,63.06
102283,0,0
102284,0,0
102285,4,93.2
102286,3,93.24
102287,0,0
102288,0,0
102289,0,0
102290,1,49.07
102291,1,109.07
102292,1,93.24
102293,6,94.19
102294,0,0
102295,0,0
102296,0,0
102297,3,98.07
102298,6,92.15
102299,0,0
102300,0,0
102301,6,92.07
102302,0,0
102303,0,0
102304,0,0
102305,5,106.11
102306,1,72.13
102307,0,0
102308,2,58.2
102309,2,86.02
102310,3,29.18
102311,5,113.02
102312,0,0
102313,3,67.23
102314,0,0
102315,5,12.1
102316,4,98.19
102317,0,0
102318,0,0
102319,0,0
102320,0,0
102321,0,0
102322,5,27.21
102323,0,0
102324,0,0
102325,0,0
102326,1,9.17
102327,6,93.1
102328,0,0
102329,2,83.02
102330,6,85.09
102331,0,0
102332,2,76.01
102333,0,0
102334,0,0
102335,0,0
102336,0,0
102337,5,112.1
102338,4,102.12
102339,6,109.14
102340,0,0
102341,0,0
102342,1,113.14
102343,0,0
102344,0,0
102345,6,96.05
102346,0,0
102347,1,103.05
102348,0,0
102349,0,0
102350,0,0
102351,4,107.11
102352,2,85.06
102353,0,0
102354,2,94.2
102355,3,97.24
102356,3,27.17
102357,0,0
102358,5,92.14
102359,0,0
102360,0,0
102361,0,0
102362,6,105.05
102363,3,107.21
102364,0,0
102365,0,0
102366,0,0
102367,0,0
102368,0,0
102369,0,0
102370,1,83.07
102371,5,95
102372,0,0
102373,0,0
102374,0,0
102375,0,0
102376,0,0
102377,0,0
102378,3,84.2
102379,0,0
102380,0,0
102381,0,0
102382,0,0
102383,6,98.14
102384,0,0
102385,0,0
102386,5,34.16
102387,2,81.18
102388,5,36.06
102389,6,110.09
102390,0,0
102391,0,0
102392,0,0
102393,4,85.1
102394,0,0
102395,1,107.14
102396,6,112.11
102397,0,0
102398,3,99.06
102399,0,0
102400,0,0
102401,6,85.08
102402,5,77.01
102403,1,92
102404,6,97.02
102405,4,62.02
102406,0,0
102407,2,93.15
102408,2,93.03
102409,3,77.15
102410,0,0
102411,0,0
102412,0,0
102413,6,37.05
102414,0,0
102415,6,96.03
102416,0,0
102417,0,0
102418,0,0
102419,4,111.01
102420,4,60.06
102421,1,36.24
102422,4,72.22
102423,0,0
102424,0,0
102425,0,0
102426,0,0
102427,5,108.23
102428,4,112.1
102429,2,16.09
102430,6,84.19
102431,0,0
102432,0,0
102433,0,0
102434,0,0
102435,0,0
102436,0,0
102437,0,0
102438,4,75.01
102439,0,0
102440,0,0
102441,2,105.1
102442,0,0
102443,3,111.09
102444,0,0
102445,0,0
102446,6,91.08
102447,4,28.04
102448,5,107.12
102449,2,61.06
102450,5,32.03
102451,0,0
102452,3,93.24
102453,0,0
102454,5,107.15
102455,5,39.17
102456,0,0
102457,1,78.19
102458,0,0
102459,1,37.15
102460,6,88.03
102461,0,0
102462,2,56.11
102463,3,54.04
102464,3,35.03
102465,0,0
102466,0,0
102467,6,25.19
102468,3,80.2
102469,6,98
102470,0,0
102471,0,0
102472,0,0
102473,2,70
102474,6,90.11
102475,0,0
102476,0,0
102477,0,0
102478,1,12.16
102479,2,104.04
102480,2,95.1
102481,0,0
102482,3,107
102483,0,0
102484,4,41.21
102485,0,0
102486,0,0
102487,0,0
102488,0,0
102489,2,40.22
102490,0,0
102491,0,0
102492,0,0
102493,4,99.16
102494,0,0
102495,2,44.19
102496,3,63.1
102497,3,97.19
102498,2,103.21
102499,4,55.13
102500,2,75.08
102501,0,0
102502,5,77.17
102503,3,40.03
102504,0,0
102505,0,0
102506,4,13.16
102507,5,95.09
102508,0,0
102509,3,54.14
102510,0,0
102511,0,0
102512,0,0
102513,6,64.05
102514,0,0
102515,0,0
102516,1,61.17
102517,6,84.15
102518,0,0
102519,3,43.02
102520,0,0
102521,6,46.23
102522,0,0
102523,0,0
102524,0,0
102525,4,61.02
102526,0,0
102527,4,21.21
102528,5,110.18
102529,0,0
102530,0,0
102531,3,91.18
102532,0,0
102533,5,55.22
102534,3,50.02
102535,0,0
102536,0,0
102537,0,0
102538,0,0
102539,0,0
102540,2,82.13
102541,1,105.02
102542,4,46.16
102543,2,109.09
102544,0,0
102545,1,97.02
102546,0,0
102547,0,0
102548,3,35.01
102549,0,0
102550,6,75.02
102551,4,29
102552,0,0
102553,3,104.09
102554,0,0
102555,6,22.09
102556,4,102.2
102557,0,0
102558,0,0
102559,3,55.01
102560,3,40.22
102561,0,0
102562,1,59.04
102563,0,0
102564,0,0
102565,2,36.19
102566,2,110.15
102567,2,106.22
102568,0,0
102569,0,0
102570,0,0
102571,0,0
102572,0,0
102573,0,0
102574,0,0
102575,0,0
102576,0,0
102577,1,101.1
102578,4,47.03
102579,5,18.24
102580,0,0
102581,1,106.21
102582,0,0
102583,0,0
102584,0,0
102585,0,0
102586,3,101.22
102587,5,91.23
102588,0,0
102589,6,54.09
102590,3,64.02
102591,0,0
102592,1,66.09
102593,0,0
102594,4,92.16
102595,0,0
102596,0,0
102597,0,0
102598,0,0
102599,0,0
102600,4,34.11
102601,0,0
102602,2,90.14
102603,4,9.01000000000001
102604,5,91.16
102605,5,59.14
102606,6,94.23
102607,0,0
102608,3,39.04
102609,0,0
102610,0,0
102611,4,105.06
102612,3,50.23
102613,0,0
102614,0,0
102615,6,73.09
102616,0,0
102617,0,0
102618,0,0
102619,3,54.08
102620,6,103.03
102621,1,113.06
102622,0,0
102623,0,0
102624,4,79.08
102625,4,70.08
102626,0,0
102627,0,0
102628,0,0
102629,0,0
102630,0,0
102631,0,0
102632,3,110.03
102633,0,0
102634,0,0
102635,2,86.17
102636,3,82.17
102637,0,0
102638,0,0
102639,4,12.16
102640,2,51.2
102641,0,0
102642,1,19.03
102643,4,65.08
102644,2,102.16
102645,2,112.07
102646,3,40.01
102647,0,0
102648,3,113.2
102649,0,0
102650,3,84.04
102651,0,0
102652,4,98.11
102653,0,0
102654,3,75.24
102655,5,81.02
102656,0,0
102657,1,108.12
102658,0,0
102659,1,96.21
102660,0,0
102661,0,0
102662,4,64.18
102663,0,0
102664,0,0
102665,2,33.01
102666,2,99.12
102667,0,0
102668,0,0
102669,2,43.17
102670,1,81.19
102671,0,0
102672,0,0
102673,2,107.07
102674,3,57.11
102675,0,0
102676,0,0
102677,3,85.01
102678,0,0
102679,4,11.11
102680,3,105.02
102681,1,68.13
102682,4,89.05
102683,2,72.22
102684,3,108.16
102685,5,108.03
102686,3,101.23
102687,2,40.16
102688,0,0
102689,0,0
102690,6,61
102691,2,102.18
102692,5,75.14
102693,0,0
102694,1,35.21
102695,0,0
102696,0,0
102697,5,100.13
102698,0,0
102699,2,63.2
102700,6,95.21
102701,3,18.16
102702,0,0
102703,0,0
102704,5,43.04
102705,1,12.2
102706,6,93.06
102707,1,76.04
102708,0,0
102709,2,70.23
102710,3,110.13
102711,5,57.22
102712,0,0
102713,5,72.11
102714,0,0
102715,4,69.05
102716,5,67.16
102717,3,93.24
102718,3,18.04
102719,1,89.15
102720,0,0
102721,6,87.19
102722,0,0
102723,0,0
102724,0,0
102725,0,0
102726,0,0
102727,5,104.23
102728,0,0
102729,1,113.06
102730,2,41.21
102731,0,0
102732,4,106.19
102733,1,18.06
102734,0,0
102735,0,0
102736,0,0
102737,0,0
102738,1,31.16
102739,5,28.13
102740,0,0
102741,0,0
102742,0,0
102743,0,0
102744,0,0
102745,2,32.17
102746,2,78.09
102747,4,82.15
102748,3,101.21
102749,5,105.12
102750,0,0
102751,5,99.24
102752,0,0
102753,0,0
102754,0,0
102755,4,46.05
102756,2,72.21
102757,3,42.23
102758,0,0
102759,1,101.17
102760,5,88.1
102761,2,88.17
102762,3,86.17
102763,0,0
102764,0,0
102765,0,0
102766,3,95.17
102767,0,0
102768,2,66.2
102769,0,0
102770,4,102.09
102771,3,51.14
102772,1,106.1
102773,0,0
102774,4,79.01
102775,2,113.22
102776,0,0
102777,0,0
102778,1,66.16
102779,6,72.01
102780,6,63.08
102781,4,81.21
102782,0,0
102783,5,105.16
102784,6,59.12
102785,6,96.07
102786,0,0
102787,0,0
102788,3,108.24
102789,0,0
102790,1,32.21
102791,0,0
102792,4,33.15
102793,6,14.14
102794,4,100.06
102795,2,77.15
102796,3,67.24
102797,6,43.13
102798,0,0
102799,0,0
102800,5,101.04
102801,2,103.09
102802,0,0
102803,0,0
102804,1,102.12
102805,0,0
102806,1,90.21
102807,5,54.03
102808,0,0
102809,1,86.17
102810,0,0
102811,0,0
102812,0,0
102813,2,97.23
102814,6,53.09
102815,0,0
102816,4,92.19
102817,0,0
102818,3,73.12
102819,6,60.18
102820,4,106.2
102821,3,111.24
102822,0,0
102823,3,21.05
102824,6,92.12
102825,0,0
102826,0,0
102827,0,0
102828,0,0
102829,0,0
102830,5,74.21
102831,0,0
102832,6,27.03
102833,0,0
102834,3,79.18
102835,4,112.06
102836,0,0
102837,0,0
102838,6,46.1
102839,4,59.01
102840,1,112.04
102841,0,0
102842,0,0
102843,0,0
102844,0,0
102845,0,0
102846,5,58.02
102847,1,79.16
102848,4,24.15
102849,0,0
102850,5,55.16
102851,0,0
102852,0,0
102853,0,0
102854,3,30.21
102855,3,91.12
102856,4,88.06
102857,1,113.09
102858,0,0
102859,0,0
102860,3,86.12
102861,0,0
102862,0,0
102863,6,99.2
102864,5,104.12
102865,0,0
102866,4,54.01
102867,6,31.15
102868,3,97.07
102869,1,80.01
102870,5,29.1
102871,0,0
102872,2,104.12
102873,6,90.04
102874,4,95.04
102875,1,72.21
102876,4,95.12
102877,0,0
102878,1,80.11
102879,0,0
102880,0,0
102881,0,0
102882,6,106.02
102883,0,0
102884,0,0
102885,0,0
102886,3,56.08
102887,0,0
102888,2,57.19
102889,0,0
102890,0,0
102891,2,109.02
102892,1,83.03
102893,0,0
102894,2,27.21
102895,0,0
102896,1,65.23
102897,3,103.14
102898,0,0
102899,4,107.06
102900,0,0
102901,0,0
102902,0,0
102903,0,0
102904,2,100.07
102905,6,24.09
102906,0,0
102907,0,0
102908,3,67.14
102909,2,58.1
102910,6,80.09
102911,0,0
102912,4,97.02
102913,0,0
102914,5,76.01
102915,0,0
102916,0,0
102917,0,0
102918,1,106.01
102919,0,0
102920,0,0
102921,0,0
102922,1,48.17
102923,1,11.06
102924,3,30.01
102925,5,88.14
102926,0,0
102927,0,0
102928,5,98.2
102929,0,0
102930,5,64.02
102931,0,0
102932,0,0
102933,4,41.11
102934,0,0
102935,5,66.22
102936,3,113.1
102937,0,0
102938,6,70.23
102939,6,73.11
102940,0,0
102941,0,0
102942,3,106.15
102943,0,0
102944,4,99.03
102945,6,52.23
102946,0,0
102947,0,0
102948,5,89.16
102949,0,0
102950,0,0
102951,0,0
102952,5,61.23
102953,6,11.01
102954,6,48.07
102955,0,0
102956,3,36.2
102957,1,93.09
102958,0,0
102959,0,0
102960,0,0
102961,2,104.07
102962,5,60.06
102963,0,0
102964,1,33.23
102965,1,56.19
102966,2,76.05
102967,1,91.07
102968,0,0
102969,0,0
102970,4,55.01
102971,0,0
102972,1,17.22
102973,4,82.2
102974,0,0
102975,3,11.09
102976,6,42
102977,0,0
102978,5,101.14
102979,3,41.17
102980,4,92.13
102981,3,9.05
102982,0,0
102983,0,0
102984,3,68.07
102985,5,65.02
102986,2,36.12
102987,0,0
102988,1,41.06
102989,0,0
102990,2,56.03
102991,0,0
102992,1,98.06
102993,5,70.06
102994,0,0
102995,0,0
102996,0,0
102997,5,33.09
102998,0,0
102999,5,98.17
103000,6,30.24
103001,6,77
103002,0,0
103003,1,68.06
103004,0,0
103005,4,41.15
103006,2,85.15
103007,1,112.17
103008,3,53.09
103009,1,69.16
103010,0,0
103011,0,0
103012,0,0
103013,2,25.02
103014,0,0
103015,3,46.08
103016,0,0
103017,2,57.14
103018,0,0
103019,0,0
103020,4,63.24
103021,4,15.07
103022,1,86.21
103023,3,96.01
103024,1,111.07
103025,1,19.11
103026,4,20.17
103027,0,0
103028,5,106.1
103029,0,0
103030,0,0
103031,4,73.05
103032,1,61.07
103033,0,0
103034,0,0
103035,0,0
103036,0,0
103037,1,13.16
103038,0,0
103039,0,0
103040,6,64.04
103041,0,0
103042,5,16.04
103043,2,97.05
103044,6,102.04
103045,0,0
103046,6,113.2
103047,6,86.16
103048,0,0
103049,0,0
103050,2,113.24
103051,2,62.14
103052,0,0
103053,3,91.13
103054,0,0
103055,2,73.06
103056,1,75.17
103057,0,0
103058,0,0
103059,0,0
103060,6,91.03
103061,0,0
103062,0,0
103063,5,45.11
103064,3,102.17
103065,4,47.06
103066,3,94.08
103067,1,86.18
103068,0,0
103069,3,81.05
103070,2,72.24
103071,0,0
103072,0,0
103073,4,111.24
103074,0,0
103075,0,0
103076,0,0
103077,3,91.09
103078,6,90.03
103079,0,0
103080,3,88.01
103081,5,108.03
103082,0,0
103083,0,0
103084,3,28.03
103085,6,84.17
103086,6,22.15
103087,0,0
103088,5,103.11
103089,6,94.07
103090,0,0
103091,0,0
103092,0,0
103093,0,0
103094,0,0
103095,0,0
103096,0,0
103097,0,0
103098,0,0
103099,3,107.2
103100,0,0
103101,3,75.08
103102,0,0
103103,5,71.11
103104,0,0
103105,3,110.24
103106,4,79.16
103107,0,0
103108,0,0
103109,0,0
103110,3,75.05
103111,0,0
103112,0,0
103113,1,112
103114,1,18.09
103115,6,24.11
103116,0,0
103117,0,0
103118,1,109.12
103119,0,0
103120,0,0
103121,2,112.24
103122,0,0
103123,2,59
103124,2,95.14
103125,3,104.2
103126,0,0
103127,0,0
103128,2,105.05
103129,2,89
103130,1,94.13
103131,4,112.02
103132,1,27.04
103133,0,0
103134,3,112.24
103135,4,78.01
103136,3,107.19
103137,0,0
103138,0,0
103139,0,0
103140,0,0
103141,0,0
103142,0,0
103143,0,0
103144,0,0
103145,0,0
103146,3,37.14
103147,0,0
103148,0,0
103149,2,93.04
103150,0,0
103151,1,56.11
103152,0,0
103153,4,59.22
103154,5,78.03
103155,5,73
103156,3,102.14
103157,0,0
103158,0,0
103159,0,0
103160,0,0
103161,5,44.07
103162,4,83.17
103163,3,24.22
103164,3,101.09
103165,4,74.11
103166,0,0
103167,1,39.21
103168,0,0
103169,0,0
103170,0,0
103171,5,79.1
103172,4,73.09
103173,2,91.02
103174,3,110.14
103175,1,110.09
103176,5,33.2
103177,4,88.07
103178,0,0
103179,1,61.01
103180,0,0
103181,5,59.17
103182,0,0
103183,2,96.08
103184,4,113.15
103185,0,0
103186,4,92
103187,0,0
103188,0,0
103189,4,38.19
103190,3,112.18
103191,1,97.1
103192,0,0
103193,0,0
103194,3,81.24
103195,0,0
103196,1,77.02
103197,4,111.18
103198,0,0
103199,1,110.04
103200,1,111.06
103201,0,0
103202,3,112.1
103203,0,0
103204,2,79.05
103205,0,0
103206,1,83.16
103207,0,0
103208,0,0
103209,0,0
103210,0,0
103211,0,0
103212,3,86.17
103213,6,107.11
103214,6,105.05
103215,5,75.14
103216,0,0
103217,0,0
103218,0,0
103219,0,0
103220,0,0
103221,3,101.05
103222,2,93.08
103223,6,69.17
103224,2,59.12
103225,5,93.12
103226,0,0
103227,5,91.16
103228,2,98.04
103229,0,0
103230,0,0
103231,6,71.05
103232,5,24.22
103233,0,0
103234,0,0
103235,0,0
103236,3,28.06
103237,0,0
103238,0,0
103239,3,9.09999999999999
103240,4,82.23
103241,0,0
103242,4,32.07
103243,0,0
103244,2,37.12
103245,6,55.09
103246,5,28.09
103247,0,0
103248,5,89
103249,6,52.03
103250,3,112.22
103251,0,0
103252,2,109.2
103253,6,112
103254,0,0
103255,0,0
103256,0,0
103257,3,80.09
103258,0,0
103259,6,49
103260,0,0
103261,0,0
103262,5,26.16
103263,4,89.06
103264,5,106.24
103265,4,11.07
103266,0,0
103267,1,89.12
103268,0,0
103269,0,0
103270,6,44.05
103271,0,0
103272,0,0
103273,1,111.14
103274,2,43.02
103275,4,95.2
103276,0,0
103277,0,0
103278,4,89.12
103279,4,28.1
103280,0,0
103281,0,0
103282,5,74.18
103283,0,0
103284,1,92.13
103285,4,42.15
103286,1,24.22
103287,4,79.07
103288,0,0
103289,3,80.15
103290,0,0
103291,0,0
103292,1,87.15
103293,2,107.23
103294,0,0
103295,0,0
103296,0,0
103297,0,0
103298,0,0
103299,0,0
103300,0,0
103301,0,0
103302,6,97.21
103303,0,0
103304,0,0
103305,1,111.02
103306,0,0
103307,0,0
103308,0,0
103309,0,0
103310,1,104.14
103311,1,82.13
103312,1,13.06
103313,2,34.21
103314,6,88
103315,0,0
103316,4,61.06
103317,0,0
103318,4,92.03
103319,0,0
103320,0,0
103321,0,0
103322,0,0
103323,2,113.17
103324,6,84.19
103325,0,0
103326,0,0
103327,0,0
103328,6,113.23
103329,0,0
103330,0,0
103331,0,0
103332,1,98.24
103333,4,88.23
103334,1,102.19
103335,6,88.01
103336,0,0
103337,0,0
103338,0,0
103339,0,0
103340,0,0
103341,1,64.07
103342,2,66
103343,0,0
103344,1,113.08
103345,6,109.15
103346,2,76.19
103347,4,12.19
103348,2,93.21
103349,5,84.01
103350,4,108.23
103351,0,0
103352,6,108.2
103353,0,0
103354,0,0
103355,4,78.18
103356,0,0
103357,1,100.05
103358,0,0
103359,1,76.13
103360,3,108.21
103361,3,112.07
103362,6,54.07
103363,0,0
103364,0,0
103365,6,49.16
103366,0,0
103367,0,0
103368,4,111.02
103369,3,41.05
103370,2,37.07
103371,0,0
103372,6,103.01
103373,0,0
103374,2,97.11
103375,0,0
103376,0,0
103377,0,0
103378,0,0
103379,5,96.07
103380,0,0
103381,3,69.18
103382,5,62.22
103383,0,0
103384,0,0
103385,0,0
103386,0,0
103387,0,0
103388,0,0
103389,0,0
103390,0,0
103391,0,0
103392,0,0
103393,0,0
103394,5,77.24
103395,6,31.24
103396,0,0
103397,0,0
103398,2,68.08
103399,0,0
103400,0,0
103401,0,0
103402,0,0
103403,4,89.07
103404,2,44.2
103405,0,0
103406,4,80.12
103407,0,0
103408,0,0
103409,0,0
103410,0,0
103411,0,0
103412,0,0
103413,0,0
103414,0,0
103415,1,74.08
103416,6,9
103417,3,35.08
103418,0,0
103419,1,57.24
103420,0,0
103421,3,40.03
103422,1,63.1
103423,0,0
103424,0,0
103425,0,0
103426,1,85.02
103427,0,0
103428,6,59.08
103429,0,0
103430,1,111.16
103431,0,0
103432,4,110.1
103433,0,0
103434,1,52.01
103435,0,0
103436,6,104.15
103437,0,0
103438,4,110.21
103439,3,104.01
103440,3,96.18
103441,2,92.14
103442,0,0
103443,6,60.24
103444,0,0
103445,1,27.02
103446,0,0
103447,0,0
103448,0,0
103449,0,0
103450,4,106
103451,0,0
103452,0,0
103453,0,0
103454,0,0
103455,1,53.14
103456,6,27.12
103457,1,113.16
103458,0,0
103459,0,0
103460,0,0
103461,0,0
103462,0,0
103463,6,95.13
103464,4,35.09
103465,0,0
103466,3,67.13
103467,3,80.14
103468,5,52
103469,5,99.08
103470,4,44.11
103471,0,0
103472,0,0
103473,5,57.1
103474,6,97.14
103475,0,0
103476,0,0
103477,0,0
103478,1,39.21
103479,1,107.18
103480,1,102.22
103481,0,0
103482,2,78.18
103483,2,98.11
103484,0,0
103485,1,58.12
103486,3,10.08
103487,0,0
103488,0,0
103489,0,0
103490,0,0
103491,6,80.15
103492,5,74.13
103493,0,0
103494,0,0
103495,2,56.05
103496,0,0
103497,5,108.23
103498,0,0
103499,4,89.21
103500,4,23.14
103501,2,56.15
103502,4,99.09
103503,0,0
103504,5,35.16
103505,4,106.05
103506,0,0
103507,2,39.24
103508,0,0
103509,1,66
103510,5,86.21
103511,5,113.09
103512,2,80.02
103513,0,0
103514,0,0
103515,0,0
103516,2,97.08
103517,1,62.19
